label	tokenized_title_okt
5	한국 국회 보이콧 정우택 대표 연설 취소
0	애플 매달리다 금액숭 아이폰 판매 대수
2	돌아오다 박주호 경기 평가 해주다
5	탕평채 놓다 협치 탐색 여야 웃다
6	달러 달러 롤러코스터 유가 역사
6	현대 상선 한진해운 대체 선박 투입 비상 경영 체제 돌입
5	북미 정상회담 트럼프 김정은 만남 시청률
5	평양 정상회담 만찬 대통령
0	중소기업 부가가치 전파 기술 전파
4	나토 창설 워싱턴 외교 장관 회의 개최
0	네이버 모바일 화면 개편 검색 유사
6	온라인 대출 정보 부업 대출 잔액 수치 증가
2	영상 엄마 듣다 관중 던지다 선수 퇴장
5	임박 개각 송영 어떻다 최대 변수
2	정규 리그 우승 일구다 이상범 감독 연패 당한
5	인민배우 주창 사망 김정은 조화 보내다
2	두산 오재일 루수 선발 출전 좌익수 정진호
6	하나 금투 삼성 전기 분기 기대 이하 실적 목표
5	황교안 대통령 국민 대한 선전포고 명백하다 검찰 겁박
0	페이스북 분기 매출 수치 늘다 불투명하다 미래 주가 하락
5	똑같다 어느 새누리당 결론
5	대통령 남북관계 중대 고비 국민 아야 한반도 비핵화
2	프로농구 최진수 농구 선수 소사이어티 가입
1	금액 오디오북 센터 개다
2	월드컵 유럽 챔스리그 결승전 주심 한국 멕시코 맡다
6	국내 주식 펀드 거래 자금 유출
5	특수 인력 활용 형사 공판 금액 검토
5	홍보 파동 김수민 금액 질문 세례 묵묵 부다
2	다저스 홈런 안타 치다 진땀
0	배틀 라운드 모바일 욱일기 아이템 사과 회수 환불
2	월드컵 미안하다 반복 손흥민
3	민주 언론 삼성 관련 연속 보도
4	브렉 시트 투표 젊다 투표 높다 잔류 유리
0	전자 스마트폰 사업 분기 적자 영업 손실
6	민간 자본 유치 금액 조성 카페 수익 시설 허용
4	대만 진먼 다오 바라보다 중국인
6	삼성 하만 금액 인수 역대 최대 빅딜
5	정호 문건 유출 넘기다
5	대통령 개헌 의지 역설 국회 개헌 논의 어디 오다
6	금융 연결 영업 금액 수치
0	국내 투자 금액 대비
3	신문 표어 공모
2	골밑 점령 완파 연승 선두 경쟁
4	오바마 민주당 정권 연장 금액 사격 적극 나서다
6	유럽 난민 문제 해결 수출 업체 달러 매도 금액 달러 환율 급락
4	중부 사령관 미군 전력 증강 이란 일보 후퇴 판단
2	월드컵 스웨덴 한국 사전 캠프 염탐 인근 건물
1	가다 겨울 붙잡다 눈꽃
3	연합뉴스 홍보 해주다 광고 영상 공모전 개최
1	여행 소식 수교 기념 사진전 마진 프랑스
2	김종규 최진수 대비 리바운드 가까이 증가
5	대통령 러시아 국빈 방문 푸틴 대통령 정상회담
5	특검 주사 아줌마 금액 추적 백선생 보도
2	포수 마틴 류현진 컨디션 완벽하다 최고 피칭
4	샤프 단백질 유전자 제어 확인
1	금액 나혜석 거리 울림 축제
6	유진 테크 전자 규모 반도체 장비 공급 계약
2	트럼프 행정 명령 영향 베네수엘라 윈터 리그 불참
4	에콰도르 유가 인상 반대 파업 혼란 연행
3	안철수 논문 표절 보도 기자 해고
5	롯데 금액 뇌물 규명 시동 기재부 관세청 압수수색
4	전기 비행기 개발 나서다 시속 수준
5	대통령 여야 도부 지방선거 사전투표
0	단말기 완전 급제 건너가다 정책 협의 합의 실패
5	민주 당권 주자 초반 몰이 친문 표심 놓다 싸움
6	삼성 전자 자율 성장 전용 반도체 라인 구축
6	경영 현대 극단 처방 수익 금액 최대 금액 주다
2	충격 최태웅 감독 순위 결정 마지막 경기 승리
0	인터넷 가입자 돌파 증가 지속
4	트럼프 라디오 힐러리 칭찬 좋다 대통령
4	터키 대통령 카타르 방문 사우디 보다 군사 협력 부각
4	시진핑 수권 과시 퇴직 부들 격려 충성 맹세 받다
0	이통 일괄 요금 인하 부담 크다 단말기 비용 고려
3	충북 소식 증평 정보 축제 수익금 장학금 지급
6	현대차 증권 밉다 무역 전쟁 쉬다 사그라들다
3	금액 울리다 퍼지다 독립 만세
2	프로농구 순위 박준영 선택 코트 증명
0	화웨이 장비 선택 텔레콤 유플러스
6	조달청 한눈 보다 우수 조달 물품 안내 책자 발간
5	금액 대책 회의 발언 홍영표
6	코스닥 베다 펀드 모주 청약 열기 후끈
6	특징 미코 호실 소식 강세
4	사우스캐롤라이나 임신 낙태 금지 법안 통과
5	두번째 시베리아 측근 만류 탈당 배수진
0	네이처 과학 논문 홀로 감소 과학 엘리트 지위 잃다
5	대통령 신년 기자회견 새해 국정 구상 발표
2	아시안 게임 남자 농구 국가대표 안영준 선발
0	유영민 미래부 장관 개혁 예고 부대
4	터키 미사일 인수
0	카카오 프렌즈 사천성 개발 넵튠 금액 투자
1	폭염 주의보 대구 경북 덥다
4	힐러리 후보 신문 빌다 클린턴 네티즌 갸우뚱
2	퇴장 불응 최강희 감독 프로축구 연맹 상벌 회부
0	엔씨소프트 리니지 캐릭터 미리 만들다
2	박항서 매직 베트남 축구 대표팀 본전 승리 득실 논란
5	핵탄두 장치 추정 물체 사진 공개
4	경기 하강 국면 독일 산업 생산 수치
5	총리 캄보디아 개국 정상 회담 실질 협력 강화
4	아이오와 결전 오바마 대선 레이스 뒤흔드
2	단단하다 모나코 음바페 몰래 접촉
2	프로축구 부천 금액 승리 개막 연승
4	법무 장관 페이스북 메시지 서비스 암호 중단
5	이야기 나누다 김경협 한정애
5	방심위 디지털 성범죄 묘사 플레이어 관계자 징계
1	내리다 소나무
5	손학규 선거법 예산안 별개 알다 대통령 대표 동해
0	누리 엔진 슈퍼 만나다 도심 과학 축제 개최
5	이해찬 최저임금 금액 달성 검토
6	에너지 거래 전문가 키우다 장부 실제 흐름 파악
4	뉴질랜드 범죄자 대거 추방 놓다 호주 뉴질랜드 갈등
6	특징 홀딩스 감자 결정 소식 급락
1	소설가 변신 송호근 교수 김훈 의식 써다
5	그래픽 사법 개혁 처리 관련 입장
6	건설 전환사채 발행 검토
6	한전 나주 이전 개사 광주 전남 투자 협약
4	미국 중부 사령관 시리아 방문 현지 병력 육성 옳다
4	상선 피습 이란 연관 의심 이란 긴장 증폭
6	부동산 자회사 편입
1	문화재단 마당 공연 개최
2	이닝 실점 독수리 대만 공룡 웨이
4	트럼프 개인 비서 퇴직 대통령 가족 관련 이야기 누설
0	자동차 엔진 호흡 조절 성능 향상
2	페이스북 아마존 중계 눈독 구단 수익 급증
4	사우디 축구 대표팀 이례 예루살렘 방문
6	하나 금투 우리금융 신주 발행 오버 우려 목표
0	중국 과학자 인간 배아 유전자 편집 미치다
2	골키퍼 아들 놀다 다치다 웨스트브롬 골문 비상
1	역사 부정 일본 야하다 금액 보고서
4	경제 완만 성장 지속 단기 낙관 유지
0	과학 기자 협회 과학자 항우연 발사체 사업 본부
0	돋보기 광복절 나가다 대한민국
0	특정 국가 노리다 랜섬 웨어 공격 한국 안전지대
1	롯데 호텔 서울 신관 큐티브 타워 리뉴얼 오픈
4	방문 메르켈 일본 금액 자력 대한 비판 논의 쓴소리
0	네이버 아이디 도용 방지책 강화
0	아이폰 심장 만들다 애플 디자이너 퇴사
5	정부 금액 입국 공개 잘못 주장 적극 반박
4	위키리크스 어산지 체포 세계 각국 엇갈리다 논평
0	삼성 애플 구글 스마트폰 가을 대전 임박
5	홍영표 금액 대표 축하 받다 이인영 신임 금액 대표
4	북중 수뇌부 베이징 북중 우의 군사 협력 과시
6	중기청장 골목 슈퍼마켓 코리아 세일 참여
2	그레인키 상대로 홈런 폭발 탬파베이
6	위안화 절하 자본 통제 중국 딜레마
2	끊임없다 이적설 루니 당연하다 맨유 남고
0	대학생 서포터즈 모바일 퓨처 리스트 모집
0	루지 와이어 티비 생생하다 즐기다
2	패장 신영철 감독 여기 고맙다 그래도 성장하다
6	주주 사외이사 후보 추천 신한지주 추천 모제 시행
5	특검 대통령 옷값 의료 대납 의혹 뇌물 여부 수사 검토
6	경기 미분 급증 분양 공급 과잉
4	게이츠 라이스 공화 거물 틸러슨 국무장관 천거
1	에버랜드 오싹하다 동물 만나다 오다
0	유튜브 동영상 음악 감상 많이 쓴다
2	포스트시즌 개막 다저스
4	탈레반 미국 아프간 주둔 미군 절반 철수 약속
4	러시아 개인 제트기 일반 여객기 충돌 위기 거리 근접
2	발목 부상 토트넘 케인 결장 대안 손흥민
1	일본 인류학자 탄자니아 팔다 발견 자본주의
1	여수 호텔 등급 획득
0	삼성 연말 스마트폰 시장 한정판 명품 마케팅
4	밉다 갈등 번지 홍콩 시위 매체 홍콩인 권법 공세
0	광년 거리 지구 질량 외계행성 발견
2	프로야구 은퇴 선수 선정 최고 선수 김재환
6	아산 나눔 재단 정주영 창업 경진 대회 결선 진출 개팀 확정
1	전국 또는 당분간 매우 춥다
5	대통령 관람 깜짝 방문 객석 환호 박수
2	밀리다 다저스 역전 끝내기 승리
5	집권 후반기 국정 목표 달성 의지 적재적소 인사
5	민주 신임 금액 대표 그룹 대표 이인영
0	애플 워치 국내 출시
0	구석구석 돌리다 보다 매력 영상 콘텐츠 쏟아지다
5	유시민 노무현재단 이사장 취임 임명 공직 맡다 출마
4	소년 후쿠시마 방문 요청 교황 가다
1	금액 짜다 인천 마카오 편도 항공권 나오다
0	국민 수치 통법 통신비 인하 효과 체감
5	권한 대행 국정 안정 협의 참여 효율 속보
1	신간 개념 사회 강의
6	에스티 파다 분기 연결 영업 금액 수치 감소
1	날씨 교차 크다 가을 날씨 남부 지방 동해안 일대
0	분기 스마트폰 세계 시장 삼성 화웨이 수치 차로 쫓다
0	고객 서비스 수상 기념 감사 이벤트 진행
2	라바 한국 여자배구 강점 서브 수비 정신
2	다저스 로버츠 감독 커쇼 불펜 등판 준비
5	김희옥 국민 지켜보다 환골탈태 혁신 방안 마련
5	박영선 금액 깜깜 경선 유도 토론 적극
0	규제 개혁 세계 전국 전용 상반기 개통 요금 인하 기대
4	트럼프 특검 보고서 내통 증거 확신 반격 카드 활용
1	베트남 중국 끊임없다 반복 전쟁 역사
6	증권 분기 실적 대폭 개선 목표
0	구리 기반 가급 인터넷 추진 연내 표준화 완료 계획
5	안철수 금액 정치 인생 돌아보다 성찰 국민 깊다 사과 속보
6	유럽 최대 가전 전시회 열흘 미리 보다
5	김수현 정책 실장 경제부총리 사령탑 금액
5	외교 안보 라인 수십 통화 해킹 번호 유출 공격 우려
4	트럼프 공화 대선 후보 다른 사람 지지
5	대통령 정상회담 준비 금액 로자 문단 오찬 간담
4	베트남 김정은 수일 공식 방문 발표 유력
2	금액 감독 진지 문서 출전 가능하다 훈련
3	평화 시대 한민족 방송 역할 포럼 방송
2	축구 역사상 최고 이적 네이마르 인자 도전 시작
0	전자 라벤더 바이올렛 색상 출시
0	엔씨 문화재단 스페셜올림픽 대표팀 금액
5	한국 부자 증세 저출산 대책 정부 정책 난타
3	미디어 신뢰 자체 조사 시행
0	금액 무제한 스트리밍 왓챠 플레이 출시
0	통법 많다 금액 결국 목표 달성 실패
4	신문 김정은 푸틴 연방 정상회담
2	역수출 켈리 데뷔전 승리투수
2	대타 나오다 삼진 타율
5	추미애 조카 비서 채용 진심 죄송 생각
0	보편 금제 단말기 급제 사회 합의 국회 간다
5	심상정 안철수 비박 연대 보수 선언
6	레드 전문가 선정 최고
1	호른 리사이틀 김홍 호른 따뜻하다 나누다
1	신간 우리 기독교 필요하다
6	미래에셋 분기 호실 수익 개선 전망
0	넛크래커 극복 도전 연구 금액 강화
2	흥국생명 완파 칼텍스 백업 박혜민 안혜진 든든하다
2	류현진 도널드 대결 애틀랜타 선발 라인업 공개
5	청와대 혜경궁 김씨 경찰 결과 판단 문제
5	사드 방중 논란 고르다 민주 격화 불씨 여전
5	공항 한숨 돌리다 대통령 안보 총력전 나서다
4	재무 경제 불황 알다 경기 부양 배제
4	독일 하노버 세계대전 불발 타다 발견 천명 대피
4	트럼프 중요하다 정상회담 청문회 코언 증언 영향 주다
2	라바 감독 우승하다 일본 강하다
0	금액 수소 생산 구리 촉매 개발
0	이식 의료기기 쓰이다 생체 삽입 전지 개발
1	올여름 대구 일간 뜨겁다 이루다 열대야
0	정부 주도 민간 경쟁 우주개발 패러다임 바뀌다
4	그리스 지방선거 보수 야당 신민당 압승 정권 교체 신호
1	서울시 슈텐츠 지휘 정기 연주회
6	한국 기회 창업 개국 창업 상업 법률 인프라 부족
5	여야 국민 나은 국회
1	동해 무릉 민속 도심 열리다
4	소비자 단체 종이 음식 포장 용기 유해 물질 규제
6	금투 대우 증권 지수 금액 손익 악화
1	문화 물든 패럴림픽 도시 평창 찾다 성황
5	통일부 사태 계기 대통령 막말 비난 강력 규탄
6	특징 코스닥 새내기 잉글우드 급등
1	춘천인형극제 개막 국내외 초청 개팀
5	국회 경제 일자리 만들기 노력 계속
6	금리 오르다 숙박 음식점 은행 대출 년새
1	산나물 향기 가득 치악산 산나물 축제 열리다
4	뉴욕 동성애자 퍼레이드 올랜도 참사 희생 추모
0	우주 어디서 보다 동호 광주 전남 명소
5	그래픽 지방선거 주요 일정
1	목포 마이스 관광객 몰리다 춤추다 바다 분수 인기
1	소설 테이크아웃 커피 가볍다
2	이탈리아 스웨덴 크로아티아 그리스 월드컵 유럽 서다 격돌
